Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1782768470,21079100,55,0,1,0,0.00,1.26
1782768471,21080197,41,0,0,0,0.00,1.25
1782768472,21080097,37,0,0,0,0.00,0.00
1782768473,21078695,32,1,1,0,0.00,0.75
1782768474,21077762,50,0,0,0,0.00,0.51
1782768475,21078861,52,0,1,0,0.00,1.25
1782768476,21078762,34,0,0,0,0.00,1.25
1782768477,21078664,47,0,0,0,0.00,1.01
1782768478,21075285,65,2,2,0,0.00,1.01
1782768479,21074979,39,0,0,0,0.00,0.50
1782768480,21080090,49,0,0,0,0.00,1.01
1782768481,21079265,38,0,0,0,0.00,0.50
1782768482,21082554,43,0,1,0,0.00,1.01
1782768483,21078916,29,0,0,0,0.00,0.50
1782768484,21085644,43,0,0,0,0.00,1.25
1782768485,21078206,53,0,0,0,0.00,1.25
1782768486,21086549,56,0,1,0,0.00,1.01
1782768487,21077601,77,1,1,0,0.00,1.51
1782768488,21082090,90,1,1,0,0.00,2.26
1782768489,21082154,64,1,0,0,0.00,0.51
1782768490,21079353,74,2,2,0,0.00,1.76
1782768491,21078948,57,0,0,0,0.00,0.51
1782768492,21120991,47,1,2,0,0.00,1.75
1782768493,21089285,50,0,0,0,0.00,1.01
1782768494,21082632,52,0,0,0,0.00,1.01
1782768495,21077698,47,0,0,0,0.00,0.51
1782768496,21076774,77,0,0,0,0.00,1.76
1782768497,21077309,43,0,0,0,0.00,1.25
1782768498,21080658,49,0,0,0,0.00,0.76
1782768499,21107756,47,1,1,0,0.00,0.50
1782768500,21072147,49,0,0,0,0.00,1.75
1782768501,21076486,59,4,4,0,0.00,1.26
1782768502,21080357,44,0,0,0,0.00,1.01
1782768503,21076519,53,0,0,0,0.00,1.01
1782768504,21083308,48,0,0,0,0.00,1.01
1782768505,21082753,46,0,0,0,0.00,1.26
1782768506,21081000,47,0,0,0,0.00,1.00
1782768507,21078362,38,1,3,0,0.00,1.25
1782768508,21080152,44,1,3,0,0.00,1.25
1782768509,21083922,40,0,0,0,0.00,0.75
1782768510,21085556,53,0,0,0,0.00,1.26
1782768511,21078857,60,1,0,0,0.00,0.76
1782768512,21078305,43,0,0,0,0.00,1.00
1782768513,21080930,45,0,1,0,0.00,0.76
1782768514,21110119,45,0,0,0,0.00,0.75
1782768515,21075140,47,0,0,0,0.00,9.82
1782768516,21072402,43,0,0,0,0.00,2.76
1782768517,21071071,42,1,1,0,0.00,0.75
1782768518,21067344,35,0,0,0,0.00,0.50
1782768519,21062628,39,0,0,0,0.00,0.50
1782768520,21084370,32,0,1,0,0.00,0.00
1782768521,21085384,38,0,0,0,0.00,0.76
1782768522,21086294,55,1,2,0,0.00,1.26
1782768523,21078872,40,0,0,0,0.00,0.51
1782768524,21081033,44,0,0,0,0.00,0.76
1782768525,21085798,40,0,0,0,0.00,0.75
1782768526,21080772,55,1,1,0,0.00,1.01
1782768527,21080799,54,0,0,0,0.00,1.01
1782768528,21083326,61,1,1,0,0.00,1.01
1782768529,21077885,40,0,0,0,0.00,1.25
1782768530,21082027,49,1,2,0,0.00,0.76
1782768531,21082524,40,1,1,0,0.00,0.00
1782768532,21075574,48,0,0,0,0.00,1.50
1782768533,21081905,35,1,1,0,0.00,0.25
1782768534,21080684,48,0,0,0,0.00,1.01
1782768535,21076756,53,0,0,0,0.00,1.01
1782768536,21081577,53,1,0,0,0.00,1.25
1782768537,21076556,56,0,0,0,0.00,2.00
1782768538,21073566,49,1,1,0,0.00,1.25
1782768539,21079795,57,0,0,0,0.00,1.50
1782768540,21081077,44,1,1,0,0.00,0.76
1782768541,21076578,62,0,0,0,0.00,1.01
1782768542,21117444,38,1,1,0,0.00,0.75
1782768543,21079716,17,0,0,0,0.00,0.00
1782768544,21078864,32,0,0,0,0.00,0.75
1782768545,21079471,49,0,0,0,0.00,1.00
1782768546,21077995,52,0,0,0,0.00,1.01
1782768547,21078341,48,0,0,0,0.00,1.01
1782768548,21075043,63,0,0,0,0.00,1.26
1782768549,21085651,59,0,0,0,0.00,1.26
1782768550,21081051,76,0,0,0,0.00,1.76
1782768551,21108743,44,0,0,0,0.00,1.25
1782768552,21087269,43,0,0,0,0.00,1.25
1782768553,21081316,48,0,1,0,0.00,0.76
1782768554,21081406,43,0,0,0,0.00,0.75
1782768555,21079256,38,0,0,0,0.00,1.50
1782768556,21077002,61,0,0,0,0.00,1.26
1782768557,21076623,59,0,0,0,0.00,1.01
1782768558,21079266,38,0,0,0,0.00,0.76
1782768559,21076597,41,1,0,0,0.00,0.75
1782768560,21083719,42,0,1,0,0.00,1.25
1782768561,21081624,43,1,1,0,0.00,1.01
1782768562,21083643,40,0,0,0,0.00,0.75
1782768563,21075767,46,0,0,0,0.00,0.51
1782768564,21081849,49,1,1,0,0.00,1.25
1782768565,21084546,34,0,0,0,0.00,0.50
1782768566,21077453,57,0,0,0,0.00,1.50
1782768567,21078432,44,0,1,0,0.00,1.00
1782768568,21077120,58,0,1,0,0.00,1.01
1782768569,21080288,57,0,0,0,0.00,1.75
1782768570,21078143,45,1,2,0,0.00,0.51
1782768571,21076937,38,1,1,0,0.00,1.25
1782768572,21079480,51,0,0,0,0.00,0.76
1782768573,21188951,52,1,2,0,0.00,1.50
1782768574,21077433,34,0,0,0,0.00,0.75
1782768575,21074561,33,0,0,0,0.00,1.00
1782768576,21075544,46,0,0,0,0.00,0.51
1782768577,21077985,43,1,1,0,0.00,1.01
1782768578,21078708,51,0,0,0,0.00,0.51
1782768579,21111723,36,0,0,0,0.00,0.75
1782768580,21077499,45,0,0,0,0.00,1.01
1782768581,21076140,41,0,0,0,0.00,1.25
1782768582,21073791,28,0,1,0,0.00,1.00
1782768583,21142589,45,0,0,0,0.00,1.25
1782768584,21080502,48,0,0,0,0.00,1.01
1782768585,21078571,46,1,1,0,0.00,1.25
1782768586,21079817,41,0,0,0,0.00,0.75
1782768587,21075439,33,0,0,0,0.00,0.75
1782768588,21076531,64,0,0,0,0.00,0.76
1782768589,21080903,45,0,0,0,0.00,1.01
1782768590,21076005,42,0,0,0,0.00,1.25
1782768591,21079181,36,0,0,0,0.00,0.50
1782768592,21075951,48,0,0,0,0.00,1.50
1782768593,21080325,52,0,0,0,0.00,1.01
1782768594,21075064,47,0,0,0,0.00,0.51
1782768595,21077511,47,0,0,0,0.00,0.51
1782768596,21081730,45,0,0,0,0.00,0.50
1782768597,21073449,43,0,0,0,0.00,1.25
1782768598,21077981,35,0,0,0,0.00,0.75
1782768599,21078191,47,1,2,0,0.00,1.01
1782768600,21078453,42,0,0,0,0.00,0.50
1782768601,21079653,49,0,0,0,0.00,1.75
1782768602,21077832,40,0,0,0,0.00,0.75
1782768603,21079709,37,1,0,0,0.00,1.00
1782768604,21081223,55,0,1,0,0.00,0.76
1782768605,21078049,75,0,0,0,0.00,1.26
1782768606,21075552,79,0,0,0,0.00,1.52
1782768607,21078525,66,1,1,0,0.00,1.01
1782768608,21080717,69,3,3,0,0.00,0.76
1782768609,21080513,91,0,0,0,0.00,1.26
1782768610,21075987,101,0,0,0,0.00,2.51
1782768611,21081356,76,1,1,0,0.00,1.51
1782768612,21112612,69,0,0,0,0.00,1.51
1782768613,21079701,68,0,1,0,0.00,1.01
1782768614,21080958,87,0,1,0,0.00,1.76
1782768615,21072839,95,2,2,0,0.00,1.53
1782768616,21082846,80,0,0,0,0.00,1.26
1782768617,21082176,69,0,0,0,0.00,2.74
1782768618,21093642,53,1,1,0,0.00,1.01
1782768619,21082817,17,0,0,0,0.00,0.50
1782768620,21078294,78,0,0,0,0.00,1.76
1782768621,21144031,72,0,0,0,0.00,1.01
1782768622,21086019,65,0,0,0,0.00,2.00
1782768623,21080247,76,0,0,0,0.00,1.51
1782768624,21079007,79,0,0,0,0.00,1.27
1782768625,21076517,84,0,0,0,0.00,1.02
1782768626,21075954,66,1,2,0,0.00,1.51
1782768627,21081121,72,0,0,0,0.00,1.26
1782768628,21076028,69,2,3,0,0.00,1.51
1782768629,21080987,84,0,0,0,0.00,1.76
1782768630,21078967,73,0,0,0,0.00,2.01
1782768631,21079968,76,0,0,0,0.00,1.51
1782768632,21074772,68,0,0,0,0.00,1.51
1782768633,21081139,65,0,0,0,0.00,1.26
1782768634,21225162,70,0,0,0,0.00,1.26
1782768635,21080748,89,0,0,0,0.00,1.52
1782768636,21087741,73,0,0,0,0.00,1.51
1782768637,21082806,70,0,0,0,0.00,1.26
1782768638,21082768,60,0,0,0,0.00,0.76
1782768639,21081324,83,0,0,0,0.00,2.26
1782768640,21079620,66,0,0,0,0.00,1.01
1782768641,21079115,48,0,0,0,0.00,1.01
1782768642,21076734,50,0,0,0,0.00,1.75
1782768643,21076385,49,0,0,0,0.00,1.01
1782768644,21079370,53,1,2,0,0.00,1.01
1782768645,21076001,68,0,0,0,0.00,2.00
1782768646,21074872,53,0,0,0,0.00,0.76
1782768647,21077232,52,0,1,0,0.00,1.25
1782768648,21080010,63,0,0,0,0.00,1.26
1782768649,21076382,67,0,1,0,0.00,1.01
1782768650,21079472,45,0,0,0,0.00,1.01
1782768651,21075688,60,0,0,0,0.00,1.75
1782768652,21075499,48,0,0,0,0.00,0.76
1782768653,21072184,39,0,0,0,0.00,1.00
1782768654,21075901,58,1,1,0,0.00,1.75
1782768655,21082431,64,0,0,0,0.00,1.26
1782768656,21079013,48,0,1,0,0.00,1.00
1782768657,21117939,41,0,1,0,0.00,1.01
1782768658,21078637,49,0,0,0,0.00,1.01
1782768659,21082824,62,0,0,0,0.00,1.51
1782768660,21083418,50,0,0,0,0.00,0.76
1782768661,21086251,65,0,0,0,0.00,2.01
1782768662,21080648,49,0,1,0,0.00,1.26
1782768663,21075670,32,0,0,0,0.00,1.25
1782768664,21079130,41,0,0,0,0.00,0.75
1782768665,21079360,23,0,0,0,0.00,0.50
1782768666,21078341,79,0,0,0,0.00,1.76
1782768667,21075344,74,0,0,0,0.00,1.26
1782768668,21077138,57,0,0,0,0.00,1.26
1782768669,21080443,53,0,0,0,0.00,1.01
1782768670,21079998,67,0,0,0,0.00,1.51
1782768671,21078564,69,0,0,0,0.00,1.75
1782768672,21086974,48,1,1,0,0.00,1.26
1782768673,21087363,41,3,3,0,0.00,0.25
1782768674,21075982,50,0,0,0,0.39,0.76
1782768675,21082310,49,0,0,0,0.00,0.76
1782768676,21076606,46,0,0,0,0.00,1.75
1782768677,21086945,57,1,1,0,0.00,1.50
1782768678,21085356,44,0,1,0,0.00,1.25
1782768679,21075279,53,1,1,0,0.00,1.01
1782768680,21079212,46,0,0,0,0.00,0.75
1782768681,21081635,51,1,1,0,0.00,0.76
1782768682,21079944,52,1,1,0,0.00,1.26
1782768683,21080232,48,0,0,0,0.00,1.26
1782768684,21082604,43,1,0,0,0.00,1.01
1782768685,21083361,45,0,0,0,0.00,1.01
1782768686,21086984,56,0,0,0,0.00,1.50
1782768687,21078159,48,1,2,0,0.00,1.25
1782768688,21080063,71,1,1,0,0.00,1.51
1782768689,21086655,52,0,1,0,0.00,1.50
1782768690,21094185,14,1,1,0,0.00,0.00
1782768691,21075569,71,0,0,0,0.00,1.75
1782768692,21073828,72,1,1,0,0.00,1.26
1782768693,21094849,78,0,1,0,0.00,1.51
1782768694,21080088,54,0,0,0,0.00,2.51
1782768695,21079755,49,0,0,0,0.00,0.51
1782768696,21076713,58,0,0,0,0.00,1.26
1782768697,21085912,47,0,1,0,0.00,1.01
1782768698,21079798,51,1,2,0,0.00,1.25
1782768699,21079882,43,1,0,0,0.00,0.51
1782768700,21082467,52,0,0,0,0.00,1.01
1782768701,21077240,44,0,0,0,0.00,1.75
1782768702,21080867,42,0,0,0,0.00,0.75
1782768703,21081577,52,0,0,0,0.00,1.26
1782768704,21076403,44,0,0,0,0.00,0.75
1782768705,21081333,40,0,0,0,0.00,1.50
1782768706,21081002,41,0,0,0,0.00,1.00
1782768707,21206662,57,0,1,0,0.00,0.76
1782768708,21076957,43,0,0,0,0.00,1.01
1782768709,21081315,46,0,0,0,0.00,1.50
1782768710,21080726,51,0,0,0,0.00,0.51
1782768711,21080032,19,0,0,0,0.00,0.50
1782768712,21079652,37,0,0,0,0.00,0.75
1782768713,21083386,68,1,1,0,0.00,1.01
1782768714,21079985,31,0,1,0,0.00,1.00
1782768715,21080803,39,0,0,0,0.00,0.76
1782768716,21080944,40,0,0,0,0.00,0.50
1782768717,21075096,47,0,0,0,0.00,1.00
1782768718,21079092,67,0,0,0,0.00,1.75
1782768719,21078089,45,0,0,0,0.00,1.74
1782768720,21075523,41,0,0,0,0.00,0.51
1782768721,21080717,51,0,1,0,0.00,1.01
1782768722,21079558,45,0,0,0,0.00,1.00
1782768723,21074024,20,0,0,0,0.00,0.50
1782768724,21118647,40,0,0,0,0.00,0.50
1782768725,21084936,52,1,1,0,0.00,1.26
1782768726,21075080,56,0,0,0,0.00,1.26
1782768727,21076006,68,0,0,0,0.00,0.76
1782768728,21085057,68,1,1,0,0.00,1.26
1782768729,21085410,53,0,0,0,0.00,1.25
1782768730,21075190,63,0,0,0,0.00,1.75
1782768731,21079398,51,1,2,0,0.00,0.76
1782768732,21081939,45,1,0,0,0.00,1.25
1782768733,21081564,53,0,0,0,0.00,1.50
1782768734,21085096,39,0,0,0,0.00,1.00
1782768735,21081857,64,0,0,0,0.00,1.51
1782768736,21079347,44,0,0,0,0.00,1.50
1782768737,21080952,45,0,0,0,0.00,0.75
1782768738,21113079,36,0,0,0,0.00,0.75
1782768739,21077393,55,0,0,0,0.00,1.25
1782768740,21079989,55,0,0,0,0.00,1.76
1782768741,21081491,39,0,0,0,0.00,1.00
1782768742,21077628,46,0,0,0,0.00,1.00
1782768743,21080798,59,0,1,0,0.00,1.50
1782768744,21079176,46,0,0,0,0.00,0.76
1782768745,21074377,54,1,0,0,0.00,1.26
1782768746,21075776,48,0,1,0,0.00,1.01
1782768747,21080352,56,0,0,0,0.00,1.25
1782768748,21078836,51,0,0,0,0.00,1.01
1782768749,21080392,54,1,1,0,0.00,2.00
1782768750,21078563,56,1,2,0,0.00,1.01
1782768751,21079130,40,0,0,0,0.00,1.00
1782768752,21078500,44,0,1,0,0.00,1.25
1782768753,21080005,35,0,0,0,0.00,1.00
1782768754,21077396,56,0,0,0,0.00,0.76
1782768755,21078693,49,1,1,0,0.00,1.50
1782768756,21078793,47,0,1,0,0.00,1.26
1782768757,21082955,47,0,0,0,0.00,1.01
1782768758,21079149,40,0,0,0,0.00,0.75
1782768759,21075916,44,1,1,0,0.00,1.01
1782768760,21074663,50,2,2,0,0.00,1.01
1782768761,21077368,31,1,2,0,0.00,0.50
1782768762,21105178,39,0,0,0,0.00,0.76
1782768763,21082154,50,0,0,0,0.00,1.25
1782768764,21078870,57,0,1,0,0.00,1.26
1782768765,21080326,55,1,1,0,0.00,1.50
1782768766,21079543,40,0,0,0,0.00,0.75
1782768767,21078969,50,0,0,0,0.00,1.01
1782768768,21087353,54,0,0,0,0.00,1.26
1782768769,21083081,51,1,1,0,0.00,1.01
1782768770,21073496,54,0,0,0,0.00,1.01
1782768771,21080423,49,1,1,0,0.00,1.01
1782768772,21082089,50,1,1,0,0.00,0.76
1782768773,21081203,52,0,0,0,0.00,1.01
1782768774,21083339,57,0,0,0,0.00,1.26
1782768775,21079328,43,0,0,0,0.00,1.01
1782768776,21075996,34,1,1,0,0.39,0.25
1782768777,21079590,49,1,1,0,0.00,1.01
1782768778,21078185,56,0,0,0,0.00,0.76
1782768779,21080894,52,0,0,0,0.00,1.01
1782768780,21078708,44,1,1,0,0.00,0.76
1782768781,21079387,49,0,1,0,0.00,0.76
1782768782,21110899,49,0,0,0,0.00,1.01
1782768783,21114495,17,0,0,0,0.00,0.00
1782768784,21190539,35,0,1,0,0.00,1.25
1782768785,21113407,50,0,1,0,0.00,0.76
1782768786,21070858,64,0,0,0,0.00,2.00
1782768787,21076642,48,0,0,0,0.00,1.01
1782768788,21076593,49,0,0,0,0.00,1.25
1782768789,21074253,52,0,0,0,0.00,0.76
1782768790,21074361,60,0,1,0,0.00,1.50
1782768791,21093428,55,0,0,0,0.00,1.01
1782768792,21076765,41,0,0,0,0.00,1.00
1782768793,21080728,77,0,0,0,0.00,1.76
1782768794,21079639,61,1,1,0,0.00,0.76
1782768795,21079853,60,0,0,0,0.00,1.26
1782768796,21115223,59,0,0,0,0.00,1.75
1782768797,21079759,67,1,2,0,0.00,1.76
1782768798,21077213,55,0,0,0,0.00,1.50
1782768799,21079511,40,0,0,0,0.00,1.25
1782768800,21079933,46,1,2,0,0.00,0.76
1782768801,21078377,51,0,0,0,0.00,1.75
1782768802,21074999,53,0,0,0,0.00,0.76
1782768803,21080318,40,1,3,0,0.00,1.25
1782768804,21081159,50,0,0,0,0.00,1.01
1782768805,21075437,30,0,0,0,0.00,0.50
1782768806,21079923,43,1,1,0,0.00,0.76
1782768807,21108160,40,0,0,0,0.00,1.00
1782768808,21077804,69,0,0,0,0.00,1.26
1782768809,21079323,44,0,0,0,0.00,0.51
1782768810,21078289,51,0,0,0,0.00,2.00
1782768811,21078923,55,0,0,0,0.00,1.25
1782768812,21112422,44,0,0,0,0.00,1.25
1782768813,21077848,64,0,0,0,0.00,0.76
1782768814,21078794,51,0,0,0,0.00,0.51
1782768815,21078127,49,1,1,0,0.00,1.26
1782768816,21078554,45,0,0,0,0.00,0.76
1782768817,21078199,38,0,0,0,0.00,1.25
1782768818,21110605,57,0,0,0,0.00,1.50
1782768819,21079261,56,0,0,0,0.00,1.50
1782768820,21078803,40,1,1,0,0.00,1.00
1782768821,21082304,53,0,0,0,0.00,1.50
1782768822,21079711,49,0,0,0,0.00,1.01
1782768823,21077431,53,0,0,0,0.00,1.50
1782768824,21074682,45,0,0,0,0.00,0.75
1782768825,21109642,53,0,0,0,0.00,1.50
1782768826,21075331,62,0,0,0,0.00,1.50
1782768827,21076125,49,0,0,0,0.00,1.50
1782768828,21078220,53,0,0,0,0.00,1.01
1782768829,21076566,38,0,0,0,0.00,1.00
1782768830,21105746,49,0,0,0,0.00,1.01
1782768831,21081749,43,1,1,0,0.00,1.25
1782768832,21078481,44,0,0,0,0.00,0.51
1782768833,21081307,55,0,0,0,0.00,1.01
1782768834,21083821,49,2,3,0,0.00,0.51
1782768835,21108470,43,0,0,0,0.00,0.50
1782768836,21075464,47,0,1,0,0.00,1.01
1782768837,21078447,51,0,0,0,0.00,0.51
1782768838,21076483,68,0,0,0,0.00,2.00
1782768839,21229466,49,0,0,0,0.00,1.01
1782768840,21081044,48,0,0,0,0.00,1.25
1782768841,21080903,41,0,1,0,0.00,0.75
1782768842,21081439,41,0,1,0,0.00,1.01
1782768843,21079268,8,0,0,0,0.00,0.00
1782768844,21080794,46,0,0,0,0.00,1.01
1782768845,21111227,41,0,0,0,0.00,1.00
1782768846,21077598,65,0,0,0,0.00,1.26
1782768847,21076468,66,1,2,0,0.00,1.26
1782768848,21075131,78,1,2,0,0.00,1.51
1782768849,21074836,31,0,0,0,0.00,0.50
1782768850,21115634,54,0,1,0,0.00,0.76
1782768851,21077995,31,0,0,0,0.00,0.25
1782768852,21080461,33,1,1,0,0.00,1.25
1782768853,21080635,30,0,0,0,0.00,1.25
1782768854,21076747,44,1,1,0,0.00,1.50
1782768855,21075567,40,0,0,0,0.00,1.25
1782768856,21075534,47,0,1,0,0.00,0.51
1782768857,21075761,51,1,1,0,0.00,1.25
1782768858,21080467,47,0,0,0,0.00,1.26
1782768859,21076163,53,1,2,0,0.39,0.25
1782768860,21077849,43,0,0,0,0.00,1.25
1782768861,21079483,43,1,1,0,0.00,0.75
1782768862,21081482,54,1,1,0,0.00,1.51
1782768863,21080096,47,1,1,0,0.00,1.01
1782768864,21084231,39,0,0,0,0.00,0.75
1782768865,21104616,43,0,0,0,0.00,0.75
1782768866,21077553,53,0,0,0,0.00,1.01
1782768867,21101167,51,1,1,0,0.00,1.01
1782768868,21076918,49,0,1,0,0.00,1.00
1782768869,21077147,44,0,0,0,0.00,1.50
1782768870,21079564,38,3,2,0,0.00,1.00
1782768871,21079846,50,0,0,0,0.00,1.01
1782768872,21078566,47,1,1,0,0.00,0.76
1782768873,21082650,61,0,0,0,0.00,1.01
1782768874,21079652,41,0,1,0,0.00,1.50
1782768875,21076133,50,0,0,0,0.00,10.10
1782768876,21070061,39,1,2,0,0.00,17.68
1782768877,21068209,60,1,1,0,0.00,5.87
1782768878,21064065,57,0,1,0,0.00,0.50
1782768879,21065287,55,0,0,0,0.00,0.50
1782768880,21076091,57,0,0,0,0.00,0.75
1782768881,21078146,45,0,0,0,0.00,1.25
1782768882,21083326,43,2,2,0,0.00,1.26
1782768883,21075277,39,0,1,0,0.00,1.25
1782768884,21074520,43,0,1,0,0.00,1.01
1782768885,21078711,60,0,0,0,0.00,1.75
1782768886,21076600,45,0,0,0,0.00,1.50
1782768887,21075687,35,0,0,0,0.00,0.50
1782768888,21084619,51,0,0,0,0.00,1.01
1782768889,21108342,47,0,0,0,0.00,0.76
1782768890,21077534,43,0,0,0,0.00,1.00
1782768891,21075736,53,1,1,0,0.00,0.76
1782768892,21076231,49,0,0,0,0.00,1.25
1782768893,21075267,37,0,0,0,0.00,1.50
1782768894,21080450,43,0,0,0,0.00,1.25
1782768895,21073549,35,0,0,0,0.00,0.75
1782768896,21077377,40,0,0,0,0.00,1.25
1782768897,21079592,42,0,1,0,0.00,1.00
1782768898,21076389,44,0,0,0,0.00,0.75
1782768899,21075635,47,0,0,0,0.00,0.51
1782768900,21115767,50,1,1,0,0.00,0.51
1782768901,21079336,53,0,0,0,0.00,1.01
1782768902,21112749,47,0,0,0,0.00,1.25
1782768903,21077412,18,0,0,0,0.00,0.25
1782768904,21078742,37,0,0,0,0.00,0.75
1782768905,21079500,69,0,0,0,0.00,1.75
1782768906,21081351,54,0,0,0,0.00,1.01
1782768907,21074192,84,0,0,0,0.00,0.76
1782768908,21076721,79,1,1,0,0.00,2.25
1782768909,21077948,76,0,0,0,0.00,1.27
1782768910,21080425,46,0,1,0,0.00,0.51
1782768911,21079569,55,0,0,0,0.00,2.00
1782768912,21075952,47,0,0,0,0.00,1.26
1782768913,21088795,46,0,0,0,0.00,0.00
1782768914,21081272,55,1,1,0,0.00,2.00
1782768915,21081511,54,1,1,0,0.00,1.50
1782768916,21078208,46,1,1,0,0.00,1.25
1782768917,21077144,61,0,0,0,0.00,1.75
1782768918,21080925,49,0,0,0,0.00,1.01
1782768919,21082518,52,0,0,0,0.00,1.01
1782768920,21082341,44,1,2,0,0.00,0.76
1782768921,21079820,50,0,0,0,0.00,0.76
1782768922,21078445,52,0,0,0,0.00,1.25
1782768923,21078841,44,0,0,0,0.00,1.01
1782768924,21089394,55,0,1,0,0.00,1.26
1782768925,21115832,44,0,1,0,0.00,0.76
1782768926,21080552,58,0,0,0,0.00,1.26
1782768927,21075845,52,0,0,0,0.00,0.76
1782768928,21077648,56,0,0,0,0.00,1.01
1782768929,21077108,41,0,0,0,0.00,0.76
1782768930,21113599,56,1,1,0,0.00,0.76
1782768931,21080142,55,0,1,0,0.00,1.26
1782768932,21077884,51,0,0,0,0.00,1.50
1782768933,21078750,41,0,0,0,0.00,1.25
1782768934,21081753,52,0,0,0,0.00,1.01
1782768935,21112776,54,0,0,0,0.00,1.01
1782768936,21075518,36,0,0,0,0.00,2.01
1782768937,21075917,57,0,0,0,0.00,1.01
1782768938,21079962,54,0,0,0,0.00,0.76
1782768939,21074267,51,0,0,0,0.00,0.76
1782768940,21079979,53,1,1,0,0.00,1.50
1782768941,21078763,49,0,0,0,0.00,1.01
1782768942,21078694,51,0,0,0,0.00,0.76
1782768943,21076333,57,2,2,0,0.00,2.00
1782768944,21079963,46,0,0,0,0.00,0.75
1782768945,21077498,44,0,0,0,0.00,1.25
1782768946,21080763,44,0,0,0,0.00,1.01
1782768947,21079132,36,0,0,0,0.00,0.50
1782768948,21081147,36,0,0,0,0.00,1.00
1782768949,21075819,35,0,0,0,0.00,0.75
1782768950,21076428,39,0,0,0,0.00,1.00
1782768951,21075683,45,0,0,0,0.00,0.51
1782768952,21075043,49,0,0,0,0.00,1.01
1782768953,21094872,38,0,0,0,0.00,1.01
1782768954,21081002,56,0,0,0,0.00,1.50
1782768955,21076977,63,0,1,0,0.00,0.51
1782768956,21079202,53,0,0,0,0.00,1.26
1782768957,21075646,49,0,0,0,0.00,0.76
1782768958,21145058,55,0,0,0,0.00,1.75
1782768959,21074471,61,0,0,0,0.00,0.76
1782768960,21079666,51,0,0,0,0.00,1.01
1782768961,21079964,52,0,0,0,0.00,0.76
1782768962,21078440,54,0,2,0,0.00,1.26
1782768963,21091760,18,1,1,0,0.00,0.00
1782768964,21080861,45,0,0,0,0.00,0.75
1782768965,21077359,40,1,1,0,0.00,0.75
1782768966,21080731,65,0,0,0,0.00,1.26
1782768967,21080406,54,0,0,0,0.00,1.50
1782768968,21078362,63,1,1,0,0.00,1.51
1782768969,21096110,58,0,0,0,0.00,1.26
1782768970,21082087,78,1,0,0,0.00,1.51
1782768971,21114939,82,1,1,0,0.00,1.52
1782768972,21090813,48,0,1,0,0.00,1.25
1782768973,21087311,50,0,0,0,0.00,0.51
1782768974,21079175,53,0,0,0,0.00,1.25
1782768975,21081455,47,0,0,0,0.00,1.50
1782768976,21076444,50,1,1,0,0.00,0.76
1782768977,21082318,55,0,0,0,0.00,1.50
1782768978,21084390,45,0,0,0,0.00,0.76
1782768979,21079067,51,1,2,0,0.00,1.50
1782768980,21076712,56,0,0,0,0.00,1.26
1782768981,21085973,44,0,0,0,0.00,1.00
1782768982,21079452,42,0,0,0,0.00,1.01
1782768983,21080796,47,0,0,0,0.00,1.25
1782768984,21077609,50,1,1,0,0.00,1.01
1782768985,21079526,38,1,1,0,0.00,0.50
1782768986,21075975,47,0,0,0,0.39,1.01
1782768987,21081330,50,0,0,0,0.00,1.00
1782768988,21114706,52,0,0,0,0.00,1.01
1782768989,21077978,42,1,2,0,0.00,0.76
1782768990,21305312,46,0,0,0,0.00,1.50
1782768991,21081137,48,0,0,0,0.00,1.25
1782768992,21081805,50,0,1,0,0.00,0.51
1782768993,21086328,51,0,0,0,0.00,1.25
1782768994,21076476,37,0,0,0,0.00,0.75
1782768995,21085842,56,0,1,0,0.00,1.75
1782768996,21087345,47,0,0,0,0.00,1.25
1782768997,21085045,41,0,0,0,0.00,0.50
1782768998,21079516,61,0,2,0,0.00,1.75
1782768999,21078519,38,0,1,0,0.00,1.00
1782769000,21078824,55,0,0,0,0.00,1.01
1782769001,21082046,42,0,0,0,0.00,1.01
1782769002,21086622,42,1,1,0,0.00,0.50
1782769003,21079271,55,0,0,0,0.00,2.00
1782769004,21078535,47,0,0,0,0.00,1.25
1782769005,21081237,56,0,0,0,0.00,0.76
1782769006,21079147,36,0,0,0,0.00,1.00
1782769007,21077162,36,1,2,0,0.00,0.50
1782769008,21117989,35,2,2,0,0.00,1.74
1782769009,21200639,45,1,1,0,0.00,1.01
1782769010,21086622,62,0,0,0,0.00,1.01
1782769011,21079325,22,0,0,0,0.00,0.25
1782769012,21077497,35,0,0,0,0.00,0.75
1782769013,21080616,52,0,2,0,0.00,1.01
1782769014,21078059,61,0,0,0,0.00,1.26
1782769015,21080762,50,0,0,0,0.00,1.50
1782769016,21074663,44,1,1,0,0.00,1.01
1782769017,21079710,65,0,0,0,0.00,1.50
1782769018,21076112,49,0,0,0,0.00,1.50
1782769019,21080951,52,0,0,0,0.00,1.25
1782769020,21086572,49,0,0,0,0.00,1.01
1782769021,21081047,55,0,0,0,0.00,1.26
1782769022,21078907,51,0,3,0,0.00,1.25
1782769023,21075934,20,1,1,0,0.00,0.50
1782769024,21115722,50,0,0,0,0.00,1.01
1782769025,21084989,34,0,0,0,0.00,0.25
1782769026,21087798,48,0,0,0,0.00,0.76
